ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
GAD984298679,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD984298851,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/09/1995,N  
GAD984298869,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/09/1995,N  
GAD984298869,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/05/1995,N  
GAD984298877,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/05/1995,N  
GAD984298885,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/10/1995,N  
GAD981282296,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/11/1993,Y  
GAD981282312,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/27/1992,N  
GAD981282312,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD981282312,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD981282312,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/21/1995,N  
GAD981282312,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/29/2000,N  
GAD981282320,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/30/1993,Y  
GAD981282320,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/22/1995,N  
GAD981282320,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/10/1996,Y  
GAD981282320,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/02/1999,N  
GAD981282338,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1996,N  
GAD981282403,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/31/1993,N  
GAD981282403,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/24/1995,N  
GAD981282411,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/06/1994,Y  
GAD981282411,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/08/2004,N  
GAD981282437,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/24/1998,N  
GAD981282445,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/04/2004,N  
GAD981282460,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/10/1993,Y  
GAD981282510,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,09/25/1997,Y  
GAD984297382,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD984297382,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD984297390,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/21/1995,N  
GAD984297408,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/16/1992,N  
GAD981282650,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/04/1993,N  
GAD981282668,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/06/1997,Y  
GAD981282759,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/21/2000,N  
GAD981282767,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/29/2005,N  
GAD981278062,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/02/2002,N  
GAD981278120,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,09/30/1998,N  
GAD981268485,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/26/1996,N  
GAD981268485,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/26/1996,N  
GAD981268485,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/12/1998,N  
GAD981268485,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/19/1999,N  
GAD981267693,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/24/1993,N  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/06/1989,Y  
GAD981267735,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD004065520,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/24/1991,Y  
GAD004065520,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/20/1992,Y  
GAD004065520,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD003310810,GA,010,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/14/1984,Y  
GAD003310810,GA,011,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/07/1986,N  
GAD003310810,GA,012,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,03/04/1986,N  
GAD003310810,GA,013,FRR,FINANCIAL RECORD REVIEW,S  ,06/04/1986,N  
GAD003310810,GA,014,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/30/1986,N  
GAD003310810,GA,016,FRR,FINANCIAL RECORD REVIEW,S  ,06/04/1987,N  
GAD003310810,GA,018,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,09/29/1988,N  
GAD003310810,GA,019,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/30/1988,Y  
GAD003310810,GA,021,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/20/1989,N  
GAD003310810,GA,022,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/07/1989,N  
GAD003310810,GA,024,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/07/1990,N  
GAD003310810,GA,APT,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,09/23/1999,N  
GAD003298684,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/25/2001,N  
GAD003298684,GA,003,SNY,SIGNIFICANT NON-COMPLIER,S  ,01/25/2001,N  
GAD003299039,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/09/1993,N  
GAD003299039,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/26/1995,Y  
GAD003299369,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/09/1999,N  
GAD003299526,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/28/1984,Y  
GAD003311990,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/29/1986,N  
GAD003311990,GA,006,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/16/1989,Y  
GAD003311990,GA,007,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/14/1989,N  
GAD003312758,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/02/1988,N  
GAD003312758,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/30/1999,U  
GAD003315934,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/14/1984,Y  
GAD003315934,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/19/1988,N  
GAD003315934,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/13/1990,N  
GAD003310810,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,05/19/1995,Y  
GAD003310810,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,07/24/1995,N  
GAD003310810,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/19/1995,Y  
GAD003310810,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/12/1995,Y  
GAD003310810,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/09/1995,Y  
GAD003310810,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/20/1996,Y  
GAD051034387,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/31/1993,N  
GAD051034387,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/18/1995,N  
GAD051034387,GA,001,GME,GROUNDWATER MONITORING EVALUATION,S  ,03/07/1995,N  
GAD051034387,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,05/24/1995,N  
GAD061022216,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/21/2002,N  
GAD061022216,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,05/08/2002,N  
GAD061022216,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/02/2003,Y  
GAD061022216,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/24/2003,N  
GAD061022216,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,09/15/2003,N  
GAD061022216,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/05/2004,N  
GAD061022216,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/01/2004,N  
GAD061022216,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,06/15/2004,N  
GAD061022216,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/28/2004,N  
GAD061022216,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/09/2004,N  
GAD051021285,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/01/2005,N  
GAD051021285,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/23/2000,N  
GAD051021285,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/18/2001,N  
GAD051021285,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,04/29/2003,N  
GAD051021285,GA,002,SNY,SIGNIFICANT NON-COMPLIER,E  ,04/29/2003,N  
GAD051022432,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD051022432,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD051022432,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/18/1996,Y  
GAD051022432,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/06/1996,N  
GAD051022432,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/21/1996,N  
GAD051022432,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/07/1998,N  
GAD051022432,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/12/1999,Y  
GAD046656534,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/13/1988,N  
GAD046656534,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/29/1992,N  
GAD046883708,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/18/1986,N  
GAD046892824,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/04/1990,N  
GAD046892824,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD051011609,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/19/1997,N  
GAD051011609,GA,002,CDI,CASE DEVELOPMENT INSPECTION,S  ,08/12/1998,N  
GAD051011609,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/24/1999,N  
GAD051011609,GA,002,FRR,FINANCIAL RECORD REVIEW,S  ,12/07/2000,N  
GAD051011609,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/18/2003,Y  
GAD051011609,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/30/1985,N  
GAD051011609,GA,003,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/07/2000,N  
GAD051011609,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/13/1985,N  
GAD051011609,GA,005,FRR,FINANCIAL RECORD REVIEW,S  ,04/08/1986,Y  
GAD051011609,GA,006,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1986,N  
GAD051011609,GA,007,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/24/1986,N  
GAD051011609,GA,009,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/24/1987,N  
GAD030037345,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/17/1989,N  
GAD030037345,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/23/1990,N  
GAD030037345,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/12/1990,N  
GAD030037378,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/07/1984,Y  
GAD030037378,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/19/1992,N  
GAD004065520,GA,001,GME,GROUNDWATER MONITORING EVALUATION,S  ,06/12/1997,N  
GAD004065520,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,12/11/1997,N  
GAD004065520,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/06/1998,N  
GAD004065520,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,06/15/1998,N  
GAD003484607,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/29/2004,N  
GAD003484607,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/08/2004,N  
GAD003484607,GA,003,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/28/1988,N  
GAD003484607,GA,003,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/11/1998,Y  
GAD003484607,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/12/1990,Y  
GAD981468499,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/04/1992,Y  
GAD981468499,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/21/1990,N  
GAD981469042,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/12/1986,N  
GAD981469042,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/10/1993,Y  
GAD981268915,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/08/2003,N  
GAD981268931,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/03/1999,Y  
GAD981269004,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/1996,N  
GAD981269079,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,10/16/1997,N  
GAD981269095,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,08/20/1991,N  
GAD981269095,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/23/1991,Y  
GAD981269095,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/12/1992,Y  
GAD981269095,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD981253495,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/01/1998,Y  
GAD981255011,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/01/1990,N  
GAD981255276,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD981255276,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/16/1996,N  
GAD981255276,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/19/1998,N  
GAD981255276,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/18/2001,U  
GAD981255276,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/19/2003,Y  
GAD981255276,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/26/2005,Y  
GAD981255284,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/24/2003,N  
GAD981256316,GA,000,CEI,COMPLIANCE EVALUATION INSPECTION,X  ,04/11/1996,N  
GAD981256316,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/01/1994,N  
GAD981256316,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/10/1996,N  
GAD981256399,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/14/1995,Y  
GAD981256605,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/30/2004,N  
GAD981247984,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,04/11/2003,N  
GAD981247984,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/21/2003,N  
GAD981247984,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/07/2005,N  
GAD981267735,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/23/1994,N  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/02/1995,N  
GAD981267735,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/01/1996,N  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/18/1997,N  
GAD981267735,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/26/1998,N  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/07/1998,Y  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/10/2001,U  
GAD981267735,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/08/2002,U  
GAD981279011,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,01/22/2004,Y  
GAD981279011,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,07/21/2004,N  
GAD981279045,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD981279045,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD981267982,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/13/1995,N  
GAD981267982,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/13/1996,N  
GAD981267982,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/04/1997,N  
GAD981267982,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/12/1998,N  
GAD981267982,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/01/1999,N  
GAD981267982,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/13/2000,Y  
GAD981267982,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,06/26/2003,N  
GAD981267982,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/02/2003,N  
GAD981267982,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/28/1990,N  
GAD981267982,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/01/1999,U  
GAD981247067,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/18/1998,N  
GAD981247471,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/31/1995,N  
GAD981247489,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD981247489,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/22/1996,N  
GAD981247489,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/01/1996,N  
GAD981247489,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/06/1997,N  
GAD981247489,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/30/1998,N  
GAD981247984,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/31/1990,Y  
GAD981247984,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD981247984,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/10/1993,Y  
GAD981247984,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/23/1995,N  
GAD981247984,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/25/1996,N  
GAD981247984,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/19/1996,N  
GAD981247984,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/10/1998,N  
GAD981247984,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/13/1999,Y  
GAD981247984,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,07/14/2000,N  
GAD981245137,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/1995,Y  
GAD981245137,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/11/1995,N  
GAD981245137,GA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/13/1996,N  
GAD981245137,GA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/19/1997,N  
GAD981245137,GA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,02/10/1998,N  
GAD981267776,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/23/1996,N  
GAD981267834,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/12/1992,Y  
GAD981267966,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/07/2000,N  
GAD981267982,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/09/1993,Y  
GAD981247984,GA,002,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,E  ,08/22/2002,N  
GAD981247984,GA,APT,SNY,SIGNIFICANT NON-COMPLIER,E  ,08/21/2002,N  
GAD981248107,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/07/2001,N  
GAD981248115,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/17/2004,N  
GAD981248339,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/27/1990,N  
GAD981248826,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/21/1997,N  
GAD981249295,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/12/1990,N  
GAD981249295,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/07/1990,N  
GAD981237118,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/08/2003,N  
GAD981237118,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/20/2004,N  
GAD981237118,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,05/24/2004,N  
GAD981237118,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/14/2004,N  
GAD981237118,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,05/20/2005,N  
GAD981237118,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/26/2005,N  
GAD981237118,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/20/2005,N  
GAD981237118,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/01/2006,N  
GAD981237118,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/19/1997,N  
GAD981237118,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/13/1998,N  
GAD981237118,GA,APT,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,03/05/1992,Y  
GAD981237134,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/19/1996,N  
GAD981237159,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/19/1993,N  
GAD981237159,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/26/2004,N  
GAD981237183,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/12/1995,N  
GAD981237183,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/13/1996,N  
GAD981237183,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/13/1998,N  
GAD981252299,GA,APT,CAV,COMPLIANCE ASSISTANCE VISIT,E  ,09/14/1998,N  
GAD981245921,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/31/2004,Y  
GAD981245921,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,11/16/1999,N  
GAD981246044,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/09/2003,N  
GAD981246309,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/16/1995,Y  
GAD981237183,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/06/2001,N  
GAD981237191,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/23/1994,Y  
GAD981237191,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,09/06/1994,N  
GAD981237191,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/13/2005,U  
GAD981237191,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/20/2005,N  
GAD981237225,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/11/1987,N  
GAD981237225,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/23/1992,Y  
GAD981237019,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/26/2001,U  
GAD092375377,GA,010,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/13/1988,Y  
GAD092375377,GA,011,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/14/1989,N  
GAD092375377,GA,012,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/19/1990,N  
GAD092375427,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,06/15/1992,Y  
GAD092375427,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/12/1983,N  
GAD092375427,GA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/31/1983,N  
GAD092375427,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/07/1985,Y  
GAD092375427,GA,006,FRR,FINANCIAL RECORD REVIEW,S  ,06/01/1984,Y  
GAD092375427,GA,007,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/28/1984,N  
GAD092375427,GA,010,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/20/1985,N  
GAD082826355,GA,004,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/13/1988,N  
GAD082826603,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/08/1986,N  
GAD082827452,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD082827452,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/30/1992,N  
GAD082827452,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/17/1995,N  
GAD082827452,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/25/1996,N  
GAD082827452,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/14/1990,N  
GAD082827452,GA,003,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/20/1990,Y  
GAR000031815,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/27/2002,Y  
GAD082828716,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/01/1998,N  
GAD082828716,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,04/17/2000,N  
GAD082828716,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/27/2000,Y  
GAD082828716,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/16/2000,U  
GAD082828716,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/24/2002,Y  
