TRI Facility Name,TRI Facility ID,Year,Census Tract,Latitude,Longitude,Releases (lb),Waste Managed (lb),RSEI Hazard,# of TRI Facilities
THE PROCTER & GAMBLE PAPER PRODUCTS CO,31702THPRCUSROU,2023,13095010702,31.5491,-84.1078,"7,292.99","91,092.64","116,851",1
PILGRIM'S PRIDE GAINESVILLE PROCESSING PLANT,30501CNGRP949IN,2021,13139001101,34.28352,-83.82795,"7,224.00","180,595.00","32,508,000",1
RECREATION UNLIMITED LLC,31709CRVLL111MA,2022,13261950700,32.05305,-84.20472,"7,167.00","7,167.00","25,085",1
SOLENIS LLC,31206BTZLB7525N,2021,13021013502,32.701282,-83.663101,"7,151.30","7,800.30","607,671",1
YKK (USA) INC. - NATIONAL MAN UFACTURING CENTER,31297YKKSNCHEST,2022,13021013302,32.82157,-83.53717,"7,130.90","206,759.00","1,290,952",1
ISOTEC INTERNATIONAL INC.,30114STCNT201LO,2023,13057090604,34.22959,-84.48634,"7,129.00","7,129.00","2,495,150,000",1
BLUESCOPE COATED PRODUCTS LLC,30062MTLCT1150M,2022,13067030508,33.97849,-84.53861,"7,117.00","529,093.00","8,519,392",1
RAINBOW FERTILIZER LLC,31709MCFRT1611O,2022,13261950500,32.05546,-84.23557,"7,035.74","53,875.93","3,435,096",1
SOUTHWIRE CO DOUGLAS PLANT,31533TCMSH1545K,2022,13069010701,31.487423,-82.873934,"7,026.50","25,286.50","54,533,210",1
SHEBOYGAN PAINT CO,30125SHBYGHWY10,2023,13233010400,34.00508,-85.26908,"7,000.00","11,250.00","1,173,820",1
SKF USA INC,30542SKFBRRADFO,2023,13139001501,34.20163,-83.91677,"6,891.00","37,889.00","64,415,370,000",1
WORLD ENERGY ROME,30161SBFLS555WH,2021,13115000100,34.3273,-85.0918,"6,882.00","5,163,035.00","1,239",1
CAESARSTONE TECHNOLOGIES USA,3132WCSRST1CAES,2022,13029920301,31.87454,-81.350991,"6,833.77","18,616.82","85,732",1
ETHICON INC,30531THCNN70CLA,2022,13137000501,34.529402,-83.532652,"6,825.00","10,845.00","4,778",1
H.B. FULLER CO,30209HBFLL12110,2022,13217100301,33.617778,-83.831389,"6,715.46","25,375.46","3,554,091",1
"MODERN WELDING CO OF GEORGIA,INC.",30903MDRNW300PR,2021,13245010601,33.4669,-81.93864,"6,700.00","6,700.00","23,450",1
SHERWIN-WILLIAMS CO,30260SHRWN6795S,2023,13063040417,33.5699,-84.34467,"6,690.60","19,703.60","902,270",1
TELEFLEX MEDICAL OEM LLC.,30752HDSNNUSHWY,2021,13083040103,34.88301,-85.5029,"6,630.28","72,934.76",0,1
IVC US INC,3072WVCSNC11IVC,2022,13313001200,34.71709,-84.94529,"6,629.22","6,629.22","2,801,321",1
LIOCHEM INC,30208LCHMN2145E,2021,13247060305,33.66323,-83.9769,"6,572.00","10,047.50","4,723",1
TROJAN BATTERY CO - SANDERSVILLE,31082TRJNB312GE,2021,13303950300,32.99923,-82.8355,"6,554.60","3,263,356.60","206,116,800",1
ISOTEC INTERNATIONAL INC.,30114STCNT201LO,2022,13057090604,34.22959,-84.48634,"6,545.00","6,545.00","2,290,750,000",1
SKF USA INC,30542SKFBRRADFO,2021,13139001501,34.20163,-83.91677,"6,539.00","38,294.00","61,122,370,000",1
YKK (USA) INC. - NATIONAL MAN UFACTURING CENTER,31297YKKSNCHEST,2021,13021013302,32.82157,-83.53717,"6,527.00","238,335.90","713,164",1
BASF CORP,31647MCRFLROUTE,2023,13075960200,31.2222,-83.4532,"6,524.99","34,554.88","77,679,128",1
BLUESCOPE COATED PRODUCTS LLC,30062MTLCT1150M,2023,13067030508,33.97849,-84.53861,"6,520.40","418,458.40","5,871,138",1
SKF USA INC,30542SKFBRRADFO,2022,13139001501,34.20163,-83.91677,"6,515.00","38,604.00","60,893,830,000",1
FIRST AMERICAN RESOURCES CO,30059CLCTR2030R,2022,13067031314,33.81353,-84.49444,"6,508.20","900,060.20","472,843,043",1
INNOVATIVE WATER CARE LLC,30004LPRTW1400B,2021,13117130603,34.11374,-84.23128,"6,472.00","7,292.00","9,686,880",1
THE WHITAKER CO,30318WHTKR1557M,2022,13121008802,33.79405,-84.43809,"6,455.30","44,065.30","30,357",1
CRAIG WIRE PRODUCTS LLC,30133STRLN1055S,2023,13097080305,33.77734,-84.71312,"6,427.00","1,394,573.00","13,878",1
FIRST AMERICAN RESOURCES CO,30059CLCTR2030R,2021,13067031314,33.81353,-84.49444,"6,382.20","860,159.20","5,215,673,858",1
MD BUILDING PRODUCTS INC,30415LXCRNLEEFI,2023,13031110703,32.413055,-81.643608,"6,349.00","6,350.00","2,160,662,000",1
GAF,31408BLDNG1BRAM,2023,13051980000,32.11597,-81.132384,"6,267.60","6,267.59","2,146,951,176",1
TREAD TECHNOLOGIES CO,30014TRDTC12170,2021,13217100301,33.60494,-83.82054,"6,201.00","6,201.00","620,100",1
H.B. FULLER CO,30209HBFLL12110,2021,13217100301,33.617778,-83.831389,"6,168.52","24,437.00","4,134,557",1
TREAD TECHNOLOGIES CO,30014TRDTC12170,2023,13217100301,33.60494,-83.82054,"6,134.00","6,134.00","613,400",1
GEO SPECIALTY CHEMICALS INC.,30125HNKLC701WI,2022,13233010300,34.019632,-85.270141,"6,129.00","51,180.00","91,929,500",1
LAWTER INC,31513KZCHMUSHWY,2021,13001950301,31.771802,-82.331519,"6,061.31","6,181.31","72,776,861",1
MISSION MINE,3155WMSSNMTYLER,2023,13025960202,31.055391,-81.96623,"6,049.00","6,049.00","5,026,981",1
"MODERN WELDING CO OF GEORGIA,INC.",30903MDRNW300PR,2023,13245010601,33.4669,-81.93864,"6,000.00","6,000.00","21,000",1
LAWTER INC,31513KZCHMUSHWY,2022,13001950301,31.771802,-82.331519,"5,991.56","6,073.82","77,306,405",1
FIRST AMERICAN RESOURCES CO,30059CLCTR2030R,2023,13067031314,33.81353,-84.49444,"5,957.20","680,523.20","483,129,981",1
GOODYEAR TIRE & RUBBER CO,30279LTMRBONEUL,2021,13297110802,33.665689,-83.707634,"5,948.61","52,255.19","2,490,040",1
OWENS CORNING ROOFING & ASPHALT LLC,31498MNVLL1FOUN,2022,13051980000,32.10038,-81.14034,"5,905.95","5,905.95","118,122,980",1
RECREATION UNLIMITED LLC,31709CRVLL111MA,2023,13261950700,32.05305,-84.20472,"5,879.00","5,879.00","20,577",1
BRENNTAG MID-SOUTH INC.,30144BYCHM3200M,2023,13067030259,34.03992,-84.6162,"5,876.00","5,876.00","29,380,000",1
PROFILE CUSTOM EXTRUSIONS LLC,30161LCNBLANDER,2022,13115002100,34.20611,-85.19121,"5,837.63","13,586.00","204,317",1
UNIVAR SOLUTIONS USA INC - NORCROSS,30071VNWTR2145S,2023,13135050306,33.914804,-84.229382,"5,832.78","14,447.23","1,007,791",1
CLOROX PRODUCTS MANUFACTURING,3029WCLRXP115LA,2023,13063040308,33.62735,-84.39149,"5,795.00","5,795.00","1,043,100",1
U.S.  DOD  USAF MOODY AFB SMALL ARMS & GRAND BAY RANGES,31699SRFRC3485G,2021,-,30.970071,-83.210585,"5,718.70","13,283.60","107,065,600",1
GOODYEAR TIRE & RUBBER CO,30279LTMRBONEUL,2022,13297110802,33.665689,-83.707634,"5,663.23","51,778.67","2,141,667",1
LAWTER INC,31513KZCHMUSHWY,2023,13001950301,31.771802,-82.331519,"5,620.56","5,661.86","70,119,189",1
D L LEE & SONS,31510DLLSNRTE3H,2021,13005970100,31.536055,-82.441189,"5,581.00","5,581.00","39,067",1
TREAD TECHNOLOGIES CO,30014TRDTC12170,2022,13217100301,33.60494,-83.82054,"5,576.00","5,576.00","557,600",1
TIARCO-RST,30722STNDR1010V,2021,13313000401,34.7985,-84.9493,"5,518.76","231,835.29","2,534,195",1
AJAY NA LLC,30073JYCHM1400I,2022,13067031507,33.867778,-84.646444,"5,494.23","320,616.43","127,500,961",1
CRAIG WIRE PRODUCTS LLC,30133STRLN1055S,2022,13097080305,33.77734,-84.71312,"5,439.00","1,102,998.20","14,112",1
"MODERN WELDING CO OF GEORGIA,INC.",30903MDRNW300PR,2022,13245010601,33.4669,-81.93864,"5,400.00","5,400.00","18,900",1
ABB MOTORS & MECHANICAL INC.,30601RLNCLCOLLI,2021,13059140400,33.97957,-83.35193,"5,344.93","254,419.93","109,508,080",1
SVC MANUFACTURING,30336QKRTS1650W,2023,13121010313,33.70994,-84.59697,"5,335.00","45,874.00","24,007,500",1
LANGBOARD OSB,31643LNGBRHWY34,2022,13027960500,30.78555,-83.48111,"5,311.00","178,409.00","77,114,733",1
LANGBOARD OSB,31643LNGBRHWY34,2021,13027960500,30.78555,-83.48111,"5,272.00","177,054.00","76,900,060",1
UNIVAR SOLUTIONS-DORAVILLE,30340SHLND4550N,2023,13089021309,33.895964,-84.253655,"5,261.06","253,170.55","363,812",1
HARVARD CHEMICAL LLC,3035WHRVRD3595Z,2021,13121007200,33.656725,-84.386109,"5,241.20","7,921.00","892,080",1
NESTLE PURINA PETCARE CO,30213RLSTN5001F,2023,13121010540,33.55226,-84.54957,"5,197.11","5,197.11","15,070,317",1
TEXTILE RUBBER AND CHEMICAL COMPANY (PTG GROUP),30720TXTLR1300T,2023,13313001500,34.686603,-84.991472,"5,192.81","6,805.81","3,723,818",1
H.B. FULLER CO,30209HBFLL12110,2023,13217100301,33.617778,-83.831389,"5,190.26","39,907.00","3,078,701",1
LANGBOARD OSB,31643LNGBRHWY34,2023,13027960500,30.78555,-83.48111,"5,187.00","174,135.00","75,199,900",1
YKK (USA) INC. - NATIONAL MAN UFACTURING CENTER,31297YKKSNCHEST,2023,13021013302,32.82157,-83.53717,"5,172.50","136,971.00","671,978",1
PROFILE CUSTOM EXTRUSIONS LLC,30161LCNBLANDER,2021,13115002100,34.20611,-85.19121,"5,167.00","33,115.00","180,845",1
TROJAN BATTERY CO - SANDERSVILLE,31082TRJNB312GE,2022,13303950300,32.99923,-82.8355,"5,148.79","4,998,029.79","155,526,730",1
ARCHER FOREST PRODUCTS LLC,3155WRCHRF15333,2022,13025960201,31.20808,-81.95453,"5,134.00","5,134.00","114,988,479",1
AVIENT CORP,30144FLXBL8155C,2023,13067030249,33.99165,-84.61175,"5,114.83","5,342.33","71,571,497",1
HENKEL CORP,30240NSGNB1600E,2021,13285960904,33.00834,-85.05955,"5,090.40","54,866.20","5,200,814",1
SVC MANUFACTURING,30336QKRTS1650W,2022,13121010313,33.70994,-84.59697,"5,070.01","38,095.25","22,815,045",1
ARMACELL LLC,30132RMSTR351SI,2021,13223120305,33.91026,-84.82828,"5,069.89","5,069.89","13,989,603",1
NESTLE PURINA PETCARE CO,30213RLSTN5001F,2022,13121010540,33.55226,-84.54957,"5,048.00","5,048.00","14,201,700",1
PILGRIM'S PRIDE ELLIJAY PROCESSING PLANT,30540GLDKSINDUS,2023,13123080302,34.6854,-84.48959,"5,032.00","251,618.00","22,644,000",1
CAESARSTONE TECHNOLOGIES USA,3132WCSRST1CAES,2023,13029920301,31.87454,-81.350991,"4,948.04","17,107.44","78,698",1
GEO SPECIALTY CHEMICALS INC.,30125HNKLC701WI,2021,13233010300,34.019632,-85.270141,"4,841.00","50,281.00","109,362,373",1
SOLVAY SPECIALTY POLYMERS USA LLC-ALPHARETTA,3000WSLVYS45MCG,2023,13117130603,34.10025,-84.21795,"4,824.30","195,127.30",146,1
MF&H TEXTILES INC,31006MFHTXHWY96,2022,13269950302,32.557159,-84.238091,"4,819.00","9,339.00","434,318,640",1
TIARCO-RST,30722STNDR1010V,2022,13313000401,34.7985,-84.9493,"4,798.13","213,569.13","52,786",1
TEXTILE RUBBER AND CHEMICAL COMPANY (PTG GROUP),30720TXTLR1300T,2022,13313001500,34.686603,-84.991472,"4,754.79","4,834.59","3,811,116",1
A & L SHIELDING INC.,30161LSHLD268OL,2023,13115001800,34.21169,-85.17554,"4,746.00","46,227.00","109,158,000",1
GOODYEAR TIRE & RUBBER CO,30279LTMRBONEUL,2023,13297110802,33.665689,-83.707634,"4,709.34","58,229.14","1,726,797",1
JOHNS MANVILLE,30680MNVLLINDUS,2021,13013180107,33.99247,-83.77271,"4,709.00","4,949.00","26,323,310,000",1
MEBROM LLC (TIFTON),3179WMBRML9WGLD,2023,-,31.42947,-83.528017,"4,655.00","4,655.00","4,133,300",1
BIOLAB INC,30207BLBNC1735D,2022,13247060310,33.671111,-84.045278,"4,639.00","4,639.00","6,958,500",1
U.S. BATTERY MANUFACTURING CO,30809SBTTR653IN,2022,13073030311,33.5446,-82.1254,"4,586.02","153,971.02","105,478,360",1
SOLENIS LLC,31401HRCLSOLDLO,2021,13051011600,32.088028,-81.146861,"4,552.40","195,068.60","21,482,461",1
TIARCO-RST,30722STNDR1010V,2023,13313000401,34.7985,-84.9493,"4,438.42","202,846.02","50,659",1
DARLING INGREDIENTS INC.,3102WGRFFN58HIG,2021,13175951001,32.54913,-82.8584,"4,411.37","32,398.37","7,940,466",1
SOLENIS LLC,31401HRCLSOLDLO,2022,13051011600,32.088028,-81.146861,"4,395.80","233,420.29","20,809,081",1
ARMACELL LLC,30132RMSTR351SI,2022,13223120305,33.91026,-84.82828,"4,391.89","4,391.89","12,493,803",1
HENKEL CORP,30701HNKLS923MA,2023,13129970302,34.5264,-84.94932,"4,387.38","29,120.87","614,642,662",1
TROJAN BATTERY CO - SANDERSVILLE,31082TRJNB312GE,2023,13303950300,32.99923,-82.8355,"4,358.32","3,856,944.32","137,258,660",1
PRC-DESOTO INTERNATIONAL INC.,30144PRCDS333WT,2021,13067030278,34.02572,-84.57901,"4,350.00","47,350.00","50,400,105",1
HENKEL CORP,30701HNKLS923MA,2022,13129970302,34.5264,-84.94932,"4,320.09","30,452.74","786,107,082",1
CRAIG WIRE PRODUCTS LLC,30133STRLN1055S,2021,13097080305,33.77734,-84.71312,"4,217.00","950,939.00","9,702",1
MAR-JAC POULTRY INC-GAINESVILLE PLANT,3050WMRJCP12AVI,2021,13139001304,34.27869,-83.82853,"4,202.00","202,042.00","18,909,000",1
ELAN TECHNOLOGY INC,3132WLNTCH169EL,2021,13179010503,31.7975,-81.4121,"4,185.00","3,777.00","12,214,520",1
MTI BATHS INC.,3052WMTBTH85WAL,2021,13157010400,34.192206,-83.448688,"4,182.00","4,182.00","14,637",1
MTI BATHS INC.,3052WMTBTH85WAL,2022,13157010400,34.192206,-83.448688,"4,138.00","4,225.00","14,483",1
U.S. BATTERY MANUFACTURING CO,30809SBTTR653IN,2021,13073030311,33.5446,-82.1254,"4,091.02","116,751.02","94,093,360",1
PRATT & WHITNEY DIV,31908PRTTW8801M,2021,13215010502,32.510776,-84.891366,"4,089.90","804,236.80","8,177,213,858",1
YKK (USA) INC. NATIONAL MANUFACTURING CENTER,31297YKKSN4234O,2023,13021013900,32.81155,-83.56893,"4,072.00","165,160.00","6,108,000",1
D L LEE & SONS,31510DLLSNRTE3H,2023,13005970100,31.536055,-82.441189,"4,000.00","4,000.00","28,000",1
PILGRIM'S PRIDE ELLIJAY PROCESSING PLANT,30540GLDKSINDUS,2022,13123080302,34.6854,-84.48959,"3,964.00","198,216.00","17,838,000",1
CENTEK INDUSTRIES INC.,31792VRNYP216OA,2021,13275960701,30.86116,-84.00233,"3,918.00","3,918.00","13,713",1
MEBROM LLC (TIFTON),3179WMBRML9WGLD,2022,-,31.42947,-83.528017,"3,861.60","3,861.60","3,307,380",1
GOLDENS' FOUNDRY & MACHINE CO,31015WSCST402GE,2023,13081010300,31.96346,-83.727603,"3,861.22","3,861.22","2,170,637,570",1
TYSON FARMS INC.,31092TYSNF1151E,2023,13093970300,32.096173,-83.768001,"3,829.00","323,422.00","17,230,500",1
DEXERIALS AMERICA  CORP,3002WSNYCH215SA,2021,13135050241,34.03865,-84.04472,"3,774.00","9,345.00","679,320",1
ATLANTA MARBLE MANUFACTURING INC,30030TLNTM224RI,2023,13089022203,33.78131,-84.27098,"3,700.00","3,700.00","12,950",1
PILGRIM'S PRIDE ELLIJAY PROCESSING PLANT,30540GLDKSINDUS,2021,13123080302,34.6854,-84.48959,"3,640.00","185,620.00","16,380,000",1
PINE HALL BRICK CO INC,30139PNHLL1FAIR,2022,13129970902,34.447105,-84.74317,"3,636.65","34,137.62","744,927",1
SOLENIS LLC,31401HRCLSOLDLO,2023,13051011600,32.088028,-81.146861,"3,615.65","250,044.59","17,454,436",1
CENTEK INDUSTRIES INC.,31792VRNYP216OA,2022,13275960701,30.86116,-84.00233,"3,563.00","3,563.00","12,471",1
ISOTEC INTERNATIONAL INC.,30114STCNT201LO,2021,13057090604,34.22959,-84.48634,"3,548.00","3,548.00","1,241,800,000",1
APPLING COUNTY PELLETS,3151WPPLNG248SW,2021,13001950301,31.7719,-82.3482,"3,527.00","3,527.00","68,396,873",1
PINE HALL BRICK CO INC,30139PNHLL1FAIR,2023,13129970902,34.447105,-84.74317,"3,519.46","33,037.52","720,922",1
NESTLE PURINA PETCARE CO,30213RLSTN5001F,2021,13121010540,33.55226,-84.54957,"3,514.00","3,514.00","21,259,700",1
CHEMICAL RESEARCH\TECHNOLOGY (CR\T),31601NNCMP1401E,2021,13185010801,30.8386,-83.255639,"3,471.00","6,662.00","20,419,664",1
CHEMICAL RESEARCH\TECHNOLOGY (CR\T),31601NNCMP1401E,2022,13185010801,30.8386,-83.255639,"3,431.00","12,153.00","18,885,448",1
CHEMICAL RESEARCH\TECHNOLOGY (CR\T),31601NNCMP1401E,2023,13185010801,30.8386,-83.255639,"3,416.00","9,061.00","18,415,394",1
YKK (USA) INC. NATIONAL MANUFACTURING CENTER,31297YKKSN4234O,2022,13021013900,32.81155,-83.56893,"3,394.00","226,030.00","5,091,000",1
MID-GEORGIA COGEN,31047MDGRG200OA,2022,13153021501,32.485125,-83.603814,"3,365.00","3,365.00","23,545",1
PINE HALL BRICK CO INC,30139PNHLL1FAIR,2021,13129970902,34.447105,-84.74317,"3,351.20","31,458.00","686,455",1
GEO SPECIALTY CHEMICALS INC.,30125HNKLC701WI,2023,13233010300,34.019632,-85.270141,"3,350.00","40,394.00","58,037,500",1
SHERWIN-WILLIAMS CO,30245WHTLG725RA,2021,13135050536,33.958379,-84.026499,"3,338.00","3,374.00","29,374",1
AVIENT CORP,30144FLXBL8155C,2022,13067030249,33.99165,-84.61175,"3,311.06","3,311.06","401,684",1
HENKEL CORP,30240NSGNB1600E,2023,13285960904,33.00834,-85.05955,"3,278.36","49,309.00","1,070,227",1
KEYSTONE FOODS LLC - CAMILLA PROCESSING,31730CGLFD2611U,2023,13205090300,31.28121,-84.18789,"3,265.00","1,944,395.00","6,942,075",1
PRATT & WHITNEY DIV,31908PRTTW8801M,2022,13215010502,32.510776,-84.891366,"3,235.50","1,170,238.50","2,843,761,857",1
SOUTHERN CHEMICAL & TEXTILES INC,30721STHRN653PE,2022,13313001200,34.714506,-84.957227,"3,177.00","3,177.00","13,661,100",1
THE WHITAKER CO,30318WHTKR1557M,2023,13121008802,33.79405,-84.43809,"3,174.80","23,666.80","26,168",1
ATCO RUBBER PRODUCTS INC,30120TCRBB765SE,2022,13015960601,34.14886,-84.7936,"3,164.27","3,164.27","37,984,434",1
POLYVENTIVE - ROME,30161PCHST180BU,2023,-,34.34099,-85.07544,"3,132.00","3,132.00","1,178,730",1
PCC AIRFOILS LLC,31533PCCRF1400P,2021,13069010701,31.486698,-82.867974,"3,107.17","1,922,856.00","4,034,940,108",1
NISSHINBO AUTOMOTIVE MANUFACTURING INC,30014NSSHN14381,2021,13217100101,33.629102,-83.837223,"3,095.79","3,095.79","4,643,685",1
CENTEK INDUSTRIES INC.,31792VRNYP216OA,2023,13275960701,30.86116,-84.00233,"3,091.00","3,091.00","10,819",1
TYSON POULTRY INC-PROCESSING PLANT,30130TYSNF340WM,2023,13117130410,34.205276,-84.142502,"3,088.00","266,368.00","13,896,000",1
MPLX TERMINALS LLC - MACON GA TERMINAL,31216MRTHN2445A,2023,13021013506,32.742298,-83.660041,"3,056.00","3,063.00","15,592,630",1
CARLISLE POLYURETHANE SYSTEMS,30120BRTNP100EN,2022,13015960901,34.14721,-84.83538,"3,040.00","3,754.50",900,1
STEPAN CO,30680STPNCOLDHI,2021,13013180107,33.999886,-83.785401,"3,031.20","468,119.00","736,042,800",1
PURAFIL,30340PRFLX2654W,2021,13135050306,33.92437,-84.241358,"3,030.35","3,030.35","11,119,146",1
ATCO RUBBER PRODUCTS INC,30120TCRBB765SE,2023,13015960601,34.14886,-84.7936,"3,010.23","3,010.23","36,135,742",1
COLONIAL CHEMICAL SOLUTIONS INC.,31401SHLND400TE,2021,13051010504,32.080927,-81.142435,"3,000.18","3,000.18","102,897",1
FIRTH RIXSON FORGINGS LLC,3132WFRTHR93DUN,2022,13179010501,31.780532,-81.353717,"2,985.12","184,453.12","12,115,524,219",1
PRIME RESINS INC.,3001WPRMRS2291P,2022,-,33.68905,-84.06332,"2,982.50","5,216.50","985,852,470",1
ATLAS ROOFING CORP,30228TLSRF100GE,2021,13151070503,33.409261,-84.291569,"2,973.39","2,973.39","987,481,638",1
ALCON LABORATORIES INC-JOHNS CREEK MANUFACTURING,3009WCBVSN1144J,2022,13121011649,34.05623,-84.16797,"2,960.00","416,583.00","1,480",1
GOLDENS' FOUNDRY & MACHINE CO,31901GLDNS60012,2023,13215011100,32.46856,-84.98474,"2,953.57","2,953.57","1,660,389,950",1
SOLENIS LLC,31206BTZLB7525N,2023,13021013502,32.701282,-83.663101,"2,907.30","10,100.30","193,375",1
PPG ARCHITECTURAL FINISHES INC,30566THGLD4261W,2023,13139001404,34.21374,-83.89722,"2,902.03","10,996.83","296,451",1
PCC AIRFOILS LLC,31533PCCRF1400P,2023,13069010701,31.486698,-82.867974,"2,900.58","2,682,615.00","5,485,574,239",1
MF&H TEXTILES INC,31006MFHTXHWY96,2021,13269950302,32.557159,-84.238091,"2,889.00","8,089.00","102,549",1
PILGRIM'S PRIDE COMPLEX CANTON,30114SBRDFUNIVE,2022,13057090707,34.188081,-84.50783,"2,880.00","143,957.00","12,960,000",1
POLYVENTIVE 140 EXECUTIVE DRIVE,3070WPSGFN14EXE,2021,13129970602,34.47169,-84.92925,"2,879.00","2,879.00","21,398,256",1
ARCHER FOREST PRODUCTS LLC,3155WRCHRF15333,2021,13025960201,31.20808,-81.95453,"2,868.00","2,868.00","38,898,602",1
MILLIKEN & CO LIVE OAK,30240LVKCR300IN,2022,13285960901,33.01437,-85.03528,"2,856.00","2,856.00","34,610,000",1
MPLX TERMINALS LLC - POWDER SPRINGS GA TERMINAL,30106MRTHN3895A,2022,13067031411,33.862442,-84.631112,"2,847.50","115,359.70","19,441,049",1
MPLX TERMINALS LLC - POWDER SPRINGS GA TERMINAL,30106MRTHN3895A,2021,13067031411,33.862442,-84.631112,"2,842.00","119,673.30","14,627,624",1
UNIVAR SOLUTIONS-DORAVILLE,30340SHLND4550N,2022,13089021309,33.895964,-84.253655,"2,809.61","196,901.73","91,443",1
SPECIALTY FABRICS & CONVERTING,30230WSTKN117CO,2022,13285960101,33.181381,-84.912701,"2,784.00","2,784.00","128,064,000",1
YKK (USA) INC. NATIONAL MANUFACTURING CENTER,31297YKKSN4234O,2021,13021013900,32.81155,-83.56893,"2,776.00","225,299.00","4,164,000",1
PILGRIM'S PRIDE COMPLEX CANTON,30114SBRDFUNIVE,2021,13057090707,34.188081,-84.50783,"2,761.00","138,446.00","12,424,500",1
FIRTH RIXSON FORGINGS LLC,3132WFRTHR93DUN,2023,13179010501,31.780532,-81.353717,"2,752.28","228,989.28","12,004,474,909",1
SHERWIN-WILLIAMS CO,30245WHTLG725RA,2022,13135050536,33.958379,-84.026499,"2,723.00","3,931.00","23,962",1
ASCEND ELEMENTS INC,3001WSCNDL9176I,2023,-,33.612969,-83.842142,"2,722.66","2,722.66","41,511,456,800",1
ATLAS ROOFING CORP,30228TLSRF100GE,2023,13151070503,33.409261,-84.291569,"2,711.84","2,711.84","881,412,263",1
NISSHINBO AUTOMOTIVE MANUFACTURING INC,30014NSSHN14381,2023,13217100101,33.629102,-83.837223,"2,672.15","2,672.15","4,008,225",1
SOUTHERN CHEMICAL & TEXTILES INC,30721STHRN653PE,2021,13313001200,34.714506,-84.957227,"2,670.00","2,670.00","11,481,000",1
BEKAERT CORP,30162BKRTCHWY41,2021,13115001800,34.21936,-85.173638,"2,665.56","19,045.49","3,986,435",1
HOOVER TREATED WOOD PRODUCTS INC.,30824HVRTRWIRER,2023,13189950401,33.449095,-82.53241,"2,654.61","2,654.61","26,008,836,465",1
GENERAL SHALE BRICK INC. - PLANT 50,30913MRRYBARTHE,2023,13245010602,33.45725,-81.95871,"2,642.71","60,779.71","1,040,830",1
STEPAN CO,30680STPNCOLDHI,2022,13013180107,33.999886,-83.785401,"2,639.88","465,151.00","1,891,295,005",1
PILGRIM'S PRIDE CARROLLTON PROCESSING PLANT,30117GLDKSKINGS,2021,13045910503,33.59616,-85.08815,"2,619.40","89,939.40","11,787,300",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC,30120CLRKC103WA,2022,13015960601,34.14582,-84.82934,"2,616.70","2,621.70","228,399",1
ALCON LABORATORIES INC-JOHNS CREEK MANUFACTURING,3009WCBVSN1144J,2023,13121011649,34.05623,-84.16797,"2,612.00","511,727.00","1,306",1
SYMRISE COLONELS ISLAND FACILITY,31520SCMGLRTE6B,2021,13127001001,31.108055,-81.549463,"2,607.00","27,029.00","37,037",1
SYMRISE COLONELS ISLAND FACILITY,31520SCMGLRTE6B,2022,13127001001,31.108055,-81.549463,"2,607.00","27,029.00","52,437",1
NISSHINBO AUTOMOTIVE MANUFACTURING INC,30014NSSHN14381,2022,13217100101,33.629102,-83.837223,"2,580.81","2,580.81","3,871,215",1
CETCO,30120LVRBR218IN,2022,13015960601,34.154346,-84.790507,"2,557.54","2,557.54","9,176,420",1
MILLIKEN & CO LIVE OAK,30240LVKCR300IN,2021,13285960901,33.01437,-85.03528,"2,529.00","2,529.00","30,268,000",1
BRIGGS & STRATTON LLC,30458BRGGS7251Z,2022,13031110302,32.38411,-81.84464,"2,502.97","2,502.97","4,929,335",1
PILGRIM'S PRIDE COMPLEX CANTON,30114SBRDFUNIVE,2023,13057090707,34.188081,-84.50783,"2,497.00","127,366.00","11,236,500",1
